state,district,year,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
delhi,west delhi,2025,5,1411,493,172,887,7347,9666,15641
delhi,west delhi,2025,6,1582,587,245,3933,32356,7059,12066
delhi,west delhi,2025,7,3799,1364,189,4194,23893,9017,13682
delhi,west delhi,2025,9,2027,571,46,1398,10592,6682,7235
delhi,west delhi,2025,10,1028,254,23,801,7870,2626,3349
delhi,west delhi,2025,11,1562,393,57,1542,15475,4856,5754
delhi,west delhi,2025,12,1196,216,19,2121,21825,8051,7473
goa,bardez,2025,9,1,0,0,0,4,3,9
goa,bardez,2025,11,1,0,0,0,10,1,5
goa,north goa,2025,7,21,10,11,0,0,1356,2882
goa,north goa,2025,9,410,64,40,199,3157,1176,1587
goa,north goa,2025,10,216,23,6,187,2116,2159,1340
goa,north goa,2025,11,296,37,25,335,4011,3041,1943
goa,north goa,2025,12,166,12,17,339,4278,2775,1709
goa,south goa,2025,9,282,41,34,201,2706,1045,1077
goa,south goa,2025,10,159,24,4,143,1737,1381,787
goa,south goa,2025,11,256,31,20,311,3644,2284,1146
goa,south goa,2025,12,108,12,6,335,3811,2017,1112
gujarat,ahmadabad,2025,6,685,480,60,0,0,114,1596
gujarat,ahmadabad,2025,7,2714,1590,180,0,0,67,1008
gujarat,ahmadabad,2025,9,231,115,0,165,1804,148,2142
gujarat,ahmadabad,2025,10,91,36,0,48,817,42,640
gujarat,ahmadabad,2025,11,259,70,0,65,2153,109,2097
gujarat,ahmadabad,2025,12,125,31,0,42,2666,150,2700
gujarat,ahmedabad,2025,4,77,26,19,2269,19402,18247,27634
gujarat,ahmedabad,2025,5,756,347,97,2420,17864,26986,37810
gujarat,ahmedabad,2025,7,397,389,36,1283,10925,25468,40237
gujarat,ahmedabad,2025,9,3946,2033,72,3168,29192,13314,20099
gujarat,ahmedabad,2025,10,1587,744,77,1935,13117,3998,6087
gujarat,ahmedabad,2025,11,3702,1499,168,4309,33384,14289,19637
gujarat,ahmedabad,2025,12,2379,641,138,5877,47821,22088,23744
gujarat,amreli,2025,4,174,21,43,0,0,3506,3969
gujarat,amreli,2025,7,558,151,60,0,0,5930,5833
gujarat,amreli,2025,9,893,226,35,344,4610,2578,3380
gujarat,amreli,2025,10,291,39,41,181,1846,895,1086
gujarat,amreli,2025,11,778,88,40,405,4801,2521,3191
gujarat,amreli,2025,12,766,62,27,520,6818,3998,3584
gujarat,anand,2025,4,136,30,75,0,0,6004,7883
gujarat,anand,2025,5,111,22,10,0,0,7432,9057
gujarat,anand,2025,6,148,57,24,0,0,7010,8279
gujarat,anand,2025,7,802,192,115,0,0,9646,11303
gujarat,anand,2025,9,1545,249,29,581,6501,4434,5540
gujarat,anand,2025,10,555,65,82,339,2670,975,1529
gujarat,anand,2025,11,1315,131,75,667,6407,3416,4651
gujarat,anand,2025,12,1004,82,126,935,8632,6351,6114
gujarat,arvalli,2025,4,144,32,30,0,0,2004,1235
gujarat,arvalli,2025,7,476,103,22,0,0,4162,2111
gujarat,arvalli,2025,9,490,98,4,264,1245,1823,1038
gujarat,arvalli,2025,10,152,18,12,116,532,294,298
gujarat,arvalli,2025,11,308,47,25,272,1154,1041,827
gujarat,arvalli,2025,12,382,24,24,418,2004,2782,1400
gujarat,banas kantha,2025,3,408,223,175,0,0,0,0
gujarat,banas kantha,2025,6,1459,1675,156,0,0,0,0
gujarat,banas kantha,2025,7,3990,4787,451,0,0,13,98
gujarat,banas kantha,2025,9,45,18,0,12,99,12,87
gujarat,banas kantha,2025,10,21,6,0,14,38,7,39
gujarat,banas kantha,2025,11,49,8,0,3,122,11,107
gujarat,banas kantha,2025,12,25,2,0,4,181,16,157
gujarat,banaskantha,2025,4,1685,1358,1001,0,0,5649,7714
gujarat,banaskantha,2025,5,1146,724,178,931,4927,7142,8480
gujarat,banaskantha,2025,9,2546,2150,91,1338,11032,7546,8342
gujarat,banaskantha,2025,10,739,378,151,608,4664,1808,2175
gujarat,banaskantha,2025,11,1803,685,139,1104,10327,4912,6131
gujarat,banaskantha,2025,12,2025,486,75,1812,16737,13002,10863
gujarat,bharuch,2025,4,138,50,23,0,0,4252,5159
gujarat,bharuch,2025,5,303,69,23,454,3262,5135,5066
gujarat,bharuch,2025,9,1178,121,8,645,5442,3425,3264
gujarat,bharuch,2025,10,447,61,9,371,2724,1051,1057
gujarat,bharuch,2025,11,894,117,21,975,6294,3452,3136
gujarat,bharuch,2025,12,785,90,14,1353,8503,5790,4050
gujarat,bhavnagar,2025,4,567,36,25,0,0,7718,9386
gujarat,bhavnagar,2025,6,189,39,11,0,0,9620,10417
gujarat,bhavnagar,2025,7,1614,403,127,0,0,11751,13340
gujarat,bhavnagar,2025,9,2316,430,89,845,8703,5059,6457
gujarat,bhavnagar,2025,10,694,89,87,485,3762,1374,2002
gujarat,bhavnagar,2025,11,1846,213,73,1202,9219,5207,5658
gujarat,bhavnagar,2025,12,1194,99,33,1400,13484,7087,7239
gujarat,botad,2025,4,291,21,20,0,0,909,636
gujarat,botad,2025,6,289,64,11,0,0,1598,889
gujarat,botad,2025,7,800,246,44,0,0,2184,1115
gujarat,botad,2025,9,370,78,8,226,1171,814,536
gujarat,botad,2025,10,71,15,21,114,562,246,180
gujarat,botad,2025,11,300,37,50,199,1010,725,443
gujarat,botad,2025,12,181,13,17,203,1408,1163,518
gujarat,chhotaudepur,2025,4,242,121,119,0,0,2427,2256
gujarat,chhotaudepur,2025,5,127,61,28,0,0,3901,2781
gujarat,chhotaudepur,2025,6,97,34,10,0,0,2707,1873
gujarat,chhotaudepur,2025,7,815,816,231,0,0,3381,2290
gujarat,chhotaudepur,2025,9,278,128,18,346,1632,1568,1495
gujarat,chhotaudepur,2025,10,92,35,37,138,608,401,386
gujarat,chhotaudepur,2025,11,269,66,119,294,1322,1023,920
gujarat,chhotaudepur,2025,12,295,42,27,339,1719,1644,1399
gujarat,dahod,2025,4,855,782,434,0,0,7920,8011
gujarat,dahod,2025,5,710,717,653,0,0,8377,6855
gujarat,dahod,2025,9,1358,1182,36,777,5453,6174,5567
gujarat,dahod,2025,10,464,225,82,343,2621,1134,1590
gujarat,dahod,2025,11,1297,762,63,730,5542,3717,4769
gujarat,dahod,2025,12,657,223,9,875,5866,5708,6313
gujarat,dang,2025,6,222,72,70,0,0,0,0
gujarat,dang,2025,7,309,107,92,0,0,0,0
gujarat,devbhumi dwarka,2025,4,186,44,54,0,0,2361,1003
gujarat,devbhumi dwarka,2025,5,167,26,23,0,0,2476,1165
gujarat,devbhumi dwarka,2025,7,359,163,55,0,0,2541,1343
gujarat,devbhumi dwarka,2025,9,477,98,17,181,1233,1236,773
gujarat,devbhumi dwarka,2025,10,135,22,44,59,497,324,203
gujarat,devbhumi dwarka,2025,11,274,42,22,197,1013,943,384
gujarat,devbhumi dwarka,2025,12,247,27,8,231,1497,3562,703
gujarat,dohad,2025,3,32,37,41,42,920,192,1688
gujarat,dohad,2025,6,1162,1835,191,0,0,320,1476
gujarat,dohad,2025,7,2702,4861,438,0,0,379,2093
gujarat,dohad,2025,9,414,277,0,90,1010,225,1359
gujarat,dohad,2025,10,151,57,0,58,539,56,413
gujarat,dohad,2025,11,382,219,0,59,1036,122,1293
gujarat,dohad,2025,12,160,44,0,66,1392,153,1652
gujarat,gandhinagar,2025,4,495,138,156,512,4636,3978,5229
gujarat,gandhinagar,2025,5,251,28,16,630,4952,5323,6353
gujarat,gandhinagar,2025,6,204,67,41,538,4076,5724,6342
gujarat,gandhinagar,2025,7,322,96,129,824,7150,6010,7241
gujarat,gandhinagar,2025,9,941,184,46,673,6238,2555,3614
gujarat,gandhinagar,2025,10,311,77,38,283,2442,565,897
gujarat,gandhinagar,2025,11,903,160,189,703,6550,2068,2998
gujarat,gandhinagar,2025,12,648,87,123,966,9262,3190,4299
gujarat,gir somnath,2025,4,1262,265,179,0,0,2439,1721
gujarat,gir somnath,2025,5,181,53,26,192,548,2737,1688
gujarat,gir somnath,2025,7,1000,287,57,0,0,4119,2521
gujarat,gir somnath,2025,9,675,184,22,247,1738,1564,1065
gujarat,gir somnath,2025,10,252,49,53,189,939,635,385
gujarat,gir somnath,2025,11,582,104,19,361,1839,1801,826
gujarat,gir somnath,2025,12,423,33,17,401,2488,5053,1209
gujarat,jamnagar,2025,4,240,43,33,0,0,3999,4706
gujarat,jamnagar,2025,5,410,77,67,129,1984,7695,6573
gujarat,jamnagar,2025,7,764,195,55,0,0,5884,6033
gujarat,jamnagar,2025,9,1253,242,25,698,7256,2925,3416
gujarat,jamnagar,2025,10,614,70,9,332,3173,1054,1182
gujarat,jamnagar,2025,11,973,117,78,669,6492,2911,2948
gujarat,jamnagar,2025,12,744,55,14,902,11051,5347,4458
gujarat,junagadh,2025,4,250,27,12,0,0,3163,8036
gujarat,junagadh,2025,9,1725,246,18,590,5975,2334,5974
gujarat,junagadh,2025,10,565,72,7,279,2623,892,2000
gujarat,junagadh,2025,11,1309,161,51,554,6252,2566,5417
gujarat,junagadh,2025,12,1027,62,4,789,10025,6214,8110
gujarat,kachchh,2025,3,33,13,10,2113,10502,9380,6902
gujarat,kachchh,2025,4,587,242,78,818,4824,9160,7044
gujarat,kachchh,2025,5,59,79,12,126,703,10768,8013
gujarat,kachchh,2025,6,73,49,11,396,4006,10676,8032
gujarat,kachchh,2025,7,870,944,115,766,6658,9795,10118
gujarat,kachchh,2025,9,1221,530,45,694,7542,3459,4035
gujarat,kachchh,2025,10,617,156,41,416,3531,1557,1684
gujarat,kachchh,2025,11,1572,380,176,994,8644,4349,4369
gujarat,kachchh,2025,12,1144,212,33,1419,12637,8226,6394
gujarat,kheda,2025,4,425,80,150,0,0,5900,7903
gujarat,kheda,2025,5,89,18,33,0,0,6775,7951
gujarat,kheda,2025,7,444,200,38,0,0,8445,11058
gujarat,kheda,2025,9,1620,502,73,803,8619,4071,6805
gujarat,kheda,2025,10,604,97,79,411,3172,1034,2120
gujarat,kheda,2025,11,1758,219,103,655,7450,2839,5461
gujarat,kheda,2025,12,886,108,41,1006,10267,5642,6987
gujarat,mahesana,2025,4,433,55,65,310,1636,3672,5662
gujarat,mahesana,2025,5,178,26,13,190,1532,5382,7238
gujarat,mahesana,2025,7,821,269,67,0,0,9271,10661
gujarat,mahesana,2025,9,1232,255,23,864,6772,3641,5251
gujarat,mahesana,2025,10,438,63,48,310,2681,898,1571
gujarat,mahesana,2025,11,1314,161,16,762,6878,2669,4504
gujarat,mahesana,2025,12,873,79,61,1178,9095,5338,6324
gujarat,mahisagar,2025,4,110,12,16,0,0,1745,1517
gujarat,mahisagar,2025,6,106,37,18,0,0,2534,1604
gujarat,mahisagar,2025,7,369,162,33,0,0,3581,2104
gujarat,mahisagar,2025,9,547,83,19,184,1296,1539,1420
gujarat,mahisagar,2025,10,187,30,22,69,624,495,407
gujarat,mahisagar,2025,11,405,51,12,172,1251,1315,903
gujarat,mahisagar,2025,12,312,22,10,255,1708,2660,1504
gujarat,morbi,2025,3,36,12,23,552,2353,2220,1289
gujarat,morbi,2025,4,818,178,175,352,2174,2887,1336
gujarat,morbi,2025,5,389,88,46,72,424,3969,1670
gujarat,morbi,2025,6,777,366,26,0,0,3322,1539
gujarat,morbi,2025,7,1789,825,215,868,4646,3536,1730
gujarat,morbi,2025,9,638,141,49,204,1799,1380,914
gujarat,morbi,2025,10,276,46,63,192,1009,566,285
gujarat,morbi,2025,11,499,88,37,357,1845,1502,744
gujarat,morbi,2025,12,326,59,19,447,2505,2058,932
gujarat,narmada,2025,9,470,35,1,363,1947,1259,2056
gujarat,narmada,2025,10,135,23,9,99,596,353,672
gujarat,narmada,2025,11,296,23,14,265,1492,894,1413
gujarat,narmada,2025,12,254,15,5,417,2420,1416,2283
gujarat,navsari,2025,4,133,10,33,0,0,2813,2655
gujarat,navsari,2025,5,122,21,15,0,0,2904,2740
gujarat,navsari,2025,7,191,47,19,0,0,4341,3427
gujarat,navsari,2025,9,736,59,6,585,3831,2402,1871
gujarat,navsari,2025,10,228,12,20,253,2142,934,768
gujarat,navsari,2025,11,733,33,8,658,4531,2388,2275
gujarat,navsari,2025,12,310,19,2,745,5703,3073,2238
gujarat,panch mahals,2025,7,789,434,100,0,0,0,0
gujarat,panch mahals,2025,9,28,4,0,7,76,5,67
gujarat,panch mahals,2025,10,6,0,0,2,51,2,40
gujarat,panch mahals,2025,11,21,4,0,5,125,6,99
gujarat,panch mahals,2025,12,14,2,0,1,150,9,99
gujarat,panchmahals,2025,4,574,145,183,0,0,3091,6898
gujarat,panchmahals,2025,5,311,83,61,0,0,4063,7124
gujarat,panchmahals,2025,9,1431,388,47,589,5648,4081,6951
gujarat,panchmahals,2025,10,629,125,9,231,2669,1260,2338
gujarat,panchmahals,2025,11,1152,263,18,593,5912,3540,5466
gujarat,panchmahals,2025,12,731,118,11,909,8351,7258,9308
gujarat,patan,2025,3,141,26,23,988,6330,3086,4716
gujarat,patan,2025,4,800,173,225,0,0,3491,4618
gujarat,patan,2025,5,225,53,25,0,0,4496,4617
gujarat,patan,2025,6,207,80,11,0,0,5327,5133
gujarat,patan,2025,7,1741,1178,232,124,1009,7874,7411
gujarat,patan,2025,9,1184,396,71,497,5171,2703,4094
gujarat,patan,2025,10,317,77,39,248,2290,921,1043
gujarat,patan,2025,11,911,170,65,453,4590,2201,3021
gujarat,patan,2025,12,497,75,25,790,7069,5036,4161
gujarat,porbandar,2025,4,267,38,44,0,0,1716,2165
gujarat,porbandar,2025,6,209,57,11,0,0,2477,2575
gujarat,porbandar,2025,7,450,89,56,0,0,2587,2872
gujarat,porbandar,2025,9,404,73,20,242,2455,958,1284
gujarat,porbandar,2025,10,149,22,21,133,1245,328,494
gujarat,porbandar,2025,11,290,41,20,308,2637,696,944
gujarat,porbandar,2025,12,237,12,9,289,3188,1234,1432
gujarat,rajkot,2025,4,1398,338,231,584,8057,8682,10776
gujarat,rajkot,2025,5,1375,312,221,1617,19736,13186,13774
gujarat,rajkot,2025,6,114,194,16,656,8650,13013,13217
gujarat,rajkot,2025,7,2567,1437,200,1052,11434,12900,14746
gujarat,rajkot,2025,9,2225,651,50,821,12975,5701,7224
gujarat,rajkot,2025,10,979,231,82,532,6207,2355,2777
gujarat,rajkot,2025,11,2363,385,93,1209,14919,6048,6646
gujarat,rajkot,2025,12,1398,184,26,1604,22940,8551,9302
gujarat,sabar kantha,2025,7,951,1169,157,0,0,0,0
gujarat,sabar kantha,2025,9,45,14,0,11,135,21,133
gujarat,sabar kantha,2025,10,16,4,0,11,84,7,60
gujarat,sabar kantha,2025,11,43,6,0,8,160,18,159
gujarat,sabar kantha,2025,12,28,4,0,11,223,13,206
gujarat,sabarkantha,2025,4,389,197,110,0,0,4778,5880
gujarat,sabarkantha,2025,5,90,41,11,0,0,5473,6221
gujarat,sabarkantha,2025,9,1205,560,82,788,7656,3471,5830
gujarat,sabarkantha,2025,10,400,102,36,333,2727,772,1491
gujarat,sabarkantha,2025,11,793,159,60,677,6717,1922,4114
gujarat,sabarkantha,2025,12,726,114,40,1032,10538,3937,7046
gujarat,surat,2025,4,2932,976,280,2286,23666,17298,20133
gujarat,surat,2025,5,1396,542,48,6338,53072,20703,21712
gujarat,surat,2025,7,2694,1581,81,3862,34016,19993,20692
gujarat,surat,2025,9,3848,1392,39,3026,30609,9976,11391
gujarat,surat,2025,10,1371,441,68,1464,14611,5837,4929
gujarat,surat,2025,11,4025,1000,80,3845,37965,16936,13592
gujarat,surat,2025,12,2146,467,62,4911,51651,17455,13713
gujarat,surendra nagar,2025,4,436,159,91,0,0,5561,6110
gujarat,surendra nagar,2025,7,250,172,21,152,1187,7753,8870
gujarat,surendra nagar,2025,9,1681,725,55,415,5720,3166,4752
gujarat,surendra nagar,2025,10,564,172,63,218,2139,1039,1431
gujarat,surendra nagar,2025,11,1079,289,62,496,5379,2496,3515
gujarat,surendra nagar,2025,12,843,148,45,625,8111,4046,5027
gujarat,surendranagar,2025,7,658,574,78,0,0,0,0
gujarat,surendranagar,2025,9,42,6,0,8,175,12,150
gujarat,surendranagar,2025,10,14,2,0,0,97,11,32
gujarat,surendranagar,2025,11,31,8,0,6,252,13,110
gujarat,surendranagar,2025,12,26,3,0,5,370,10,189
gujarat,tapi,2025,4,68,12,13,0,0,2229,3622
gujarat,tapi,2025,9,918,116,7,426,1830,1696,2157
gujarat,tapi,2025,10,217,24,8,213,758,494,721
gujarat,tapi,2025,11,421,38,97,397,1636,1407,1645
gujarat,tapi,2025,12,232,15,26,494,2249,2980,2506
gujarat,the dangs,2025,4,85,13,22,0,0,2183,2392
gujarat,the dangs,2025,5,174,49,38,412,638,2509,2393
gujarat,the dangs,2025,9,361,73,3,164,895,1088,1627
gujarat,the dangs,2025,10,135,21,10,96,683,277,422
gujarat,the dangs,2025,11,207,21,0,173,666,554,883
gujarat,the dangs,2025,12,106,9,1,148,822,1004,1117
gujarat,vadodara,2025,3,36,43,10,3492,27140,7894,17180
gujarat,vadodara,2025,4,788,216,180,0,0,6897,14900
gujarat,vadodara,2025,5,158,78,10,0,0,9922,17396
gujarat,vadodara,2025,6,334,139,37,0,0,9852,17693
gujarat,vadodara,2025,7,507,217,60,236,2371,11765,22924
gujarat,vadodara,2025,9,2210,744,82,1753,14497,5858,10609
gujarat,vadodara,2025,10,1159,241,19,940,6531,2296,3505
gujarat,vadodara,2025,11,2560,512,111,1908,16151,7260,10872
gujarat,vadodara,2025,12,1554,243,36,2613,22395,10975,13619
gujarat,valsad,2025,4,618,186,100,168,464,4813,5971
gujarat,valsad,2025,5,277,101,20,911,4282,5074,5660
gujarat,valsad,2025,7,581,261,30,0,0,6328,7063
gujarat,valsad,2025,9,1455,373,13,1044,5195,4491,4024
gujarat,valsad,2025,10,499,100,14,453,2514,1374,1455
gujarat,valsad,2025,11,1324,279,34,1023,6106,3351,3690
gujarat,valsad,2025,12,1064,106,13,1223,7547,4721,4276
haryana,ambala,2025,6,245,23,13,508,3511,2526,4960
haryana,ambala,2025,9,699,40,1,427,3106,2342,3016
haryana,ambala,2025,10,614,22,8,238,2310,1404,2294
haryana,ambala,2025,11,974,30,7,563,4628,2554,4541
haryana,ambala,2025,12,531,7,4,627,5699,3052,4926
haryana,bhiwani,2025,9,937,55,2,495,2959,3391,3780
haryana,bhiwani,2025,10,715,34,7,329,3300,2455,3379
haryana,bhiwani,2025,11,963,34,7,629,4962,3728,4634
haryana,bhiwani,2025,12,706,29,0,760,6493,5387,6147
haryana,charkhi dadri,2025,9,253,2,0,226,1065,228,436
haryana,charkhi dadri,2025,10,146,6,0,160,1014,180,376
haryana,charkhi dadri,2025,11,300,6,0,281,1608,398,491
haryana,charkhi dadri,2025,12,140,5,0,312,2352,531,719
haryana,faridabad,2025,3,80,60,10,2675,21482,5798,8083
haryana,faridabad,2025,4,1291,290,25,3062,16457,6769,8256
haryana,faridabad,2025,5,1358,311,32,2984,17768,4394,6637
haryana,faridabad,2025,6,1698,483,83,2670,19819,4416,6988
haryana,faridabad,2025,7,2678,733,54,2311,15174,11039,9409
haryana,faridabad,2025,9,1712,486,34,1387,10680,5389,4741
haryana,faridabad,2025,10,1018,216,7,793,6845,4333,3252
haryana,faridabad,2025,11,1839,471,70,1858,14670,7965,5946
haryana,faridabad,2025,12,933,175,8,2014,17906,8873,6663
haryana,fatehabad,2025,9,572,35,5,424,2346,2659,2861
haryana,fatehabad,2025,10,648,20,2,280,2204,2793,3037
haryana,fatehabad,2025,11,768,24,2,431,3808,2830,3806
haryana,fatehabad,2025,12,522,13,1,471,5005,3368,4946
haryana,gurgaon,2025,4,494,192,36,2353,15690,4250,4638
haryana,gurgaon,2025,5,512,143,13,373,2468,3638,4559
haryana,gurgaon,2025,9,1395,311,53,1162,8304,3161,2586
haryana,gurgaon,2025,10,866,169,8,779,6584,2611,2172
haryana,gurgaon,2025,11,1387,297,43,1716,12913,4593,3333
haryana,gurgaon,2025,12,763,135,44,1884,16479,5584,3714
haryana,gurugram,2025,3,18,19,13,0,0,0,0
haryana,gurugram,2025,6,534,207,81,0,0,0,0
haryana,gurugram,2025,7,1252,399,113,0,0,0,0
haryana,hisar,2025,6,350,46,10,392,3728,3731,7461
haryana,hisar,2025,9,1327,84,2,744,4671,4283,4205
haryana,hisar,2025,10,1096,56,1,500,4546,4066,4466
haryana,hisar,2025,11,1324,88,5,842,6834,6598,6205
haryana,hisar,2025,12,830,15,0,836,8508,6536,6606
haryana,jhajjar,2025,9,804,37,2,387,2528,2548,2228
haryana,jhajjar,2025,10,587,21,0,254,2445,1613,2253
haryana,jhajjar,2025,11,665,27,5,497,3598,2821,2856
haryana,jhajjar,2025,12,459,15,3,488,4908,3432,3507
haryana,jind,2025,9,1245,29,0,416,2785,3757,4641
haryana,jind,2025,10,847,21,0,281,2962,2424,3679
haryana,jind,2025,11,978,32,0,506,3885,3417,5362
haryana,jind,2025,12,659,10,0,611,5858,5459,6914
haryana,kaithal,2025,6,406,19,10,533,5141,2487,5543
haryana,kaithal,2025,9,790,20,0,548,2617,4231,3212
haryana,kaithal,2025,10,441,19,1,285,1987,2083,2389
haryana,kaithal,2025,11,760,17,1,553,3529,2843,3601
haryana,kaithal,2025,12,497,10,0,508,4336,3771,4896
haryana,karnal,2025,9,1285,66,1,516,2681,3568,5044
haryana,karnal,2025,10,781,35,0,436,2639,2148,3339
haryana,karnal,2025,11,943,45,4,859,4734,3732,6258
haryana,karnal,2025,12,852,33,3,858,5962,4497,6906
haryana,kurukshetra,2025,6,72,10,11,0,0,1835,4571
haryana,kurukshetra,2025,9,639,23,0,415,2309,2619,3630
haryana,kurukshetra,2025,10,499,15,0,231,1969,1193,2558
haryana,kurukshetra,2025,11,704,22,0,396,3347,2408,4603
haryana,kurukshetra,2025,12,401,8,0,460,3901,3016,5316
haryana,mahendragarh,2025,9,783,56,1,382,2235,2150,2337
haryana,mahendragarh,2025,10,517,30,0,226,1924,1391,2082
haryana,mahendragarh,2025,11,710,38,22,378,3202,2692,2889
haryana,mahendragarh,2025,12,565,31,1,531,4622,4000,3424
haryana,mewat,2025,5,1169,147,11,842,5780,3067,3114
haryana,mewat,2025,9,1281,117,3,641,5159,7747,3600
haryana,mewat,2025,10,1347,90,0,350,4626,4207,2053
haryana,mewat,2025,11,1739,116,3,557,7352,4722,3347
haryana,mewat,2025,12,1453,80,2,882,10242,6097,4961
haryana,nuh,2025,6,1251,213,42,0,0,0,0
haryana,palwal,2025,9,1117,125,2,610,5849,3644,3053
haryana,palwal,2025,10,864,61,1,417,4097,2336,1824
haryana,palwal,2025,11,1490,86,1,595,5778,3819,3118
haryana,palwal,2025,12,896,60,0,866,7930,5530,3598
haryana,panchkula,2025,9,308,31,0,388,2173,1391,1002
haryana,panchkula,2025,10,269,17,2,272,2045,1144,948
haryana,panchkula,2025,11,434,31,2,462,3543,1878,1714
haryana,panchkula,2025,12,276,13,1,594,4450,2242,1843
haryana,panipat,2025,6,776,87,14,0,0,2659,5265
haryana,panipat,2025,7,1344,169,10,2228,12256,6233,7343
haryana,panipat,2025,9,1076,108,6,726,4474,2951,4045
haryana,panipat,2025,10,677,44,6,444,3216,2051,2954
haryana,panipat,2025,11,990,98,10,798,5489,3104,4804
haryana,panipat,2025,12,635,37,1,928,7780,4192,5812
haryana,rewari,2025,9,630,62,2,676,3417,2974,1755
haryana,rewari,2025,10,501,28,2,391,3439,1555,1833
haryana,rewari,2025,11,753,45,2,696,4518,2341,2227
haryana,rewari,2025,12,445,15,0,681,5548,3707,3117
haryana,rohtak,2025,6,420,56,52,326,1776,2529,6054
haryana,rohtak,2025,9,829,47,1,464,2114,2759,3657
haryana,rohtak,2025,10,580,28,1,247,1551,1661,2988
haryana,rohtak,2025,11,810,39,7,479,2638,2458,4122
haryana,rohtak,2025,12,522,21,0,743,4260,3473,5185
haryana,sirsa,2025,9,811,66,0,398,3670,3911,3541
haryana,sirsa,2025,10,684,45,0,326,3998,3470,3931
haryana,sirsa,2025,11,974,53,2,601,6320,3663,5688
haryana,sirsa,2025,12,666,34,0,647,8504,5156,7775
haryana,sonipat,2025,6,360,46,23,922,6678,3162,6040
haryana,sonipat,2025,9,1190,74,6,700,4593,3764,3382
haryana,sonipat,2025,10,795,43,4,432,3355,2505,3129
haryana,sonipat,2025,11,1241,74,3,870,5971,3544,4387
haryana,sonipat,2025,12,728,31,1,944,7276,4535,4841
haryana,yamuna nagar,2025,9,959,46,2,604,3317,3144,4216
haryana,yamuna nagar,2025,10,613,15,1,333,3100,2288,3065
haryana,yamuna nagar,2025,11,1032,34,5,778,6354,3873,5701
haryana,yamuna nagar,2025,12,674,15,0,798,7088,4903,7278
haryana,yamunanagar,2025,9,16,0,0,10,78,14,76
haryana,yamunanagar,2025,10,14,2,0,3,61,21,68
haryana,yamunanagar,2025,11,16,0,0,11,137,37,110
haryana,yamunanagar,2025,12,10,1,0,3,125,12,150
himachal pradesh,bilaspur,2025,9,254,3,0,212,1518,611,1079
himachal pradesh,bilaspur,2025,10,222,5,0,125,600,1526,605
himachal pradesh,bilaspur,2025,11,305,4,0,170,917,1948,960
himachal pradesh,bilaspur,2025,12,204,2,0,212,1392,1324,1260
himachal pradesh,chamba,2025,9,360,23,1,390,4601,1447,994
himachal pradesh,chamba,2025,10,355,13,2,288,1793,1559,756
himachal pradesh,chamba,2025,11,579,18,3,738,2573,4669,1244
himachal pradesh,chamba,2025,12,292,10,1,884,3205,2275,1879
himachal pradesh,hamirpur,2025,9,271,4,0,202,1427,1118,1105
himachal pradesh,hamirpur,2025,10,292,5,0,99,825,1425,798
himachal pradesh,hamirpur,2025,11,389,5,0,220,1347,2187,1189
himachal pradesh,hamirpur,2025,12,229,2,1,231,1734,1564,1426
himachal pradesh,kangra,2025,9,1190,35,6,664,7574,3691,3657
himachal pradesh,kangra,2025,10,901,15,4,429,3302,5603,2307
himachal pradesh,kangra,2025,11,1165,20,8,733,5137,8761,3952
himachal pradesh,kangra,2025,12,613,5,4,907,6609,7801,4898
himachal pradesh,kinnaur,2025,9,38,13,0,37,304,140,125
himachal pradesh,kinnaur,2025,10,26,0,1,27,129,319,131
himachal pradesh,kinnaur,2025,11,42,4,4,43,221,556,191
himachal pradesh,kinnaur,2025,12,31,4,0,34,374,231,220
himachal pradesh,kullu,2025,7,57,24,33,0,0,874,1504
himachal pradesh,kullu,2025,9,178,20,11,139,2012,338,537
himachal pradesh,kullu,2025,10,215,14,18,144,1053,1539,402
himachal pradesh,kullu,2025,11,392,39,35,278,1829,2463,847
himachal pradesh,kullu,2025,12,180,14,9,377,2066,1786,1027
himachal pradesh,lahaul and spiti,2025,10,1,0,0,0,5,3,6
himachal pradesh,lahaul and spiti,2025,12,2,0,0,8,23,6,18
himachal pradesh,lahul and spiti,2025,9,23,1,0,7,88,62,117
himachal pradesh,lahul and spiti,2025,10,12,1,0,11,82,97,120
himachal pradesh,lahul and spiti,2025,11,25,0,0,20,128,138,156
himachal pradesh,lahul and spiti,2025,12,7,1,0,38,136,237,175
himachal pradesh,mandi,2025,9,669,17,3,314,3404,1565,3055
himachal pradesh,mandi,2025,10,563,12,3,293,1590,4595,1907
himachal pradesh,mandi,2025,11,745,10,5,440,2338,5565,2810
himachal pradesh,mandi,2025,12,483,4,0,512,3312,3221,3618
himachal pradesh,shimla,2025,9,374,69,1,285,3825,1365,1548
himachal pradesh,shimla,2025,10,375,35,10,207,1430,3052,1093
himachal pradesh,shimla,2025,11,495,36,7,425,2510,4431,1772
himachal pradesh,shimla,2025,12,244,21,3,546,3328,2619,1744
himachal pradesh,sirmaur,2025,9,480,30,2,285,2675,889,1226
himachal pradesh,sirmaur,2025,10,289,13,2,185,1127,1328,593
himachal pradesh,sirmaur,2025,11,498,11,2,336,1730,1995,1041
himachal pradesh,sirmaur,2025,12,243,13,1,455,2488,1588,1313
